문예진,이상민,정수연,정승연,황의린,평균,표준편차,상품명,리뷰,index
,,5,5,5,5,0,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),"📣모 두 주 목📣
 결제하고 리뷰 읽어도 되니까 일단 결제부터 하고 오세요^^
 
 🌿진정효과
 여름되니까 피부가 또 엄청 뒤집혔었어요. 6월 말 친구 집에서 아누아 어성초 토너를 첨 쓰게됐는데 뾰루지 하나가 완전 작아진 거예요! 그때부터 어성초 토너 쓰는데 세상에 마상에 뾰루지랑 좁쌀 싹 다 들어갔습니다!!! 아 참고로 저는 어성초가 진짜 잘맞아요>^<
 
 🌿잔여감
 끈적❌ 쫀쫀⭕️
 절대 끈적이지 않고 쫀쫀해요! 근데 제 친구는 또 물같다고 하네영..? 무튼 저는 이런 제형이 더 좋습니다 (ꔷ̥̑.̮ꔷ̥̑)ෆ 게다가 수분도 채워주는 느낌이라서 아주 잘쓰고 있어욧!
 궁금한 사람들은 올영에서 확인하고 구매하세요!
 
 🌿피부온도
 저는 요즘같은 날씨에 나가면 대낮부터 술먹었냐고 할정도로 피부가 잘 빨개져요 ㅋ̐̈ㅋ̌̈ㅋ̊̈ㅋ͑̈ㅋ̌̎ 근데 얘쓰면 진짜 피부가 진정되는게 느껴져요ㅠㅠ 냉장고에 넣어서 쓰면 진정에 진정 추가요!!!🧊❄️
 
 🌿 닦토, 스킨팩 다 가능
 솜 딸려 오니까 이걸로 스킨팩하고 집에 도톰하고 부드러운 솜(없으면 장만하기 약속~)으로 닦아주면 끝!
 저는 아침에 닦토 저녁엔 스킨팩 해줍니다 ㅇ.<
 
 마지막은 비포앤애프터구요 6월말 볼따구 작살난 사진이랑 오늘 7월 28일 사진입니다! 감동의 도가니8ㅅ8
 스킨케어 유목민은 아누아 어성초 토너에 정착합니다..
 모두들 만족스런 소비를 하기 바라며..⭐️",1633
,,4,5,5,4.666666667,0.5773502692,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),"✔️점성 별로 없는 물타입 토너 찾으시는 분✔️
 ㄷ ㅏ 〰️들어오세요🙆🏼‍♀️
 
 아누아 어성초 토너 올영에서 워낙 인기 많길래 
 쓰던 토너 제품이 한가득인데도 불구하고 사봤습니다.
 
 일단 저는 건성인데
 여름이라 티존 유분기 좀 올라오고
 마스크로 인한 트러블이 올라와서 
 
 진정관리에 데일리로 쓰려고 get 👩🏻‍❤️‍💋‍👩🏼
 
 ‼️일단 같이 주는
 촉촉 스킨팩 화장솜이 진짜 허벌나게 좋네유‼️
 1/2 화장솜 처럼 좀 까칠한 스펀지 같은 재질이 아니라
 ✔️면이 많이 함유된 1/2 화장솜 같은 느낌?
 
 이 화장솜만 올영에도 따로 팔아주시면 안되까요ㅠㅠ너무좋아요
 피부자극도 없고, 토너팩 화장솜으로 딱이네요.
 
 💝토너를 따로 냉장고 안 넣어놔도
 토너팩 올리면 진짜 완전 시원합니다.
 
 💝어성초 함량이 높아서, 일반 정제수 토너보다는 진정에도 더 탁월한 효과가 있는 듯해요
 
 💝어성초 마스크팩 한 느낌 인데
 마스크팩의 유분기는 없는 그런 산뜻한 느낌스 <
 
 1일 1아누아토너팩 해주고 있는데
 트러블 상당히 많이 가라앉았어요 :)
 
 재구매의사 🙆🏼‍♀️❤️
 역시 후기 좋은데는 이유가 있었어요
 완전 추천 드림YO
 아누아 어성초 토너",1634
,,4,4,4,4,0,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),"좁쌀이 고민이라 구매했어요. 리뷰가 대체로 좋은 편이라 눈여겨보던 토너인데요. 왜 많은 사람들이 좋다고 하는지 직접 사용해보니 알게 되었어요. 사용할수록 좁쌀이 조금씩 진정 되어서 리뷰 남겨요.
 
 💚 여드름(특히 좁쌀) 피부 추천
 좁쌀 생기기 시작하면 잘 없어지지도 않고 속상하잖아요. 여름 되고 좁쌀이 이마를 중심으로 올라와서 신경 쓰였는데 아누아 토너 사용하면서 많이 좋아지고 있어요. 가끔 크고 붉게 올라오는 것들에는 아이소이 응급 라인이 효과 있고, 좁쌀에는 아누아 어성초 토너가 효과 있어요.
 
 💚 진정, 수분 충전 토너로 추천해요.
 
 💚 가벼운 제형이에요. 물처럼 흐르는데 바르면 약간 미끈미끈해요. 흡수 빨라요. 
 닦토, 흡토, 토너팩 모두 하기 좋은 제형이에요. 화장솜에 충분한 양을 덜어내어 부드럽게 닦아준 다음, 손에 적당량을 덜어서 흡토 하는 방법으로 사용하고 있어요.
 
 💚 안심하고 사용할 수 있는 성분
 성분 좋아요. 하지만 어성초가 맞지 않는 피부라면 다른 토너를 구매하는 걸 추천해요. 어성초 안 맞는 경우도 있대요.
 
 💚 올리브영 한정 기획 세트
 토너 40ml+화장솜 60매 추가 증정👍 구성이 좋아요.
 ✔️ 증정 화장솜과 필리밀리 화장솜의 모양과 크기가 같아요. 필리밀리 화장솜 사용하고 있어서 비교해봤어요. 필리밀리가 더 부드러워요. 사진으로는 눈에 확 보일 만큼 두께가 차이나지 않지만, 만져보면 필리밀리가 좀 더 도톰해요. 증정 화장솜은 토너팩 할 때 사용하면 좋아요. 얇고, 곡선 모양이라 얼굴에 잘 밀착되어요. 닦토는 더 부드러운 솜을 사용하는 게 좋을 거예요.
 
 재구매의사 있어요. 다 쓰면 500ml 대용량으로 재구매할 예정입니다. 추천해요!",1635
,,4,5,5,4.666666667,0.5773502692,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),"이거는 친구선물로 주려고 또 구매했어요!
 
 제가 사용해봤는데 아 홍조효과가 제일 컸던 것 같아요. 아무래도 날이 더워서 얼굴에 열도 많이 생기고 홍조가 조금 더 심해졌었는데 저는 이 제품을 머리 감고 말리는 동안 화장하기 전에 토너팩으로 사용했었거든요. 화장하기 전에 사용하니까 피부톤이 일정해지면서 얼굴 열도 내려가고 수분감이 가득해서 여름에 사용하기 너무 좋았어요. 🥺
 
 유분감은 거의 없고 수분감이 많은 제형이다보니 사용해보니까 여름에 화장 전에 토너팩 하면 너무 좋은 것 같아요. 화장도 잘 먹고 무너짐도 확실히 전보다 덜해서 이거 없이는 진짜 못 살 정도에요,,, 
 😝💖
 같이 온 솜도 재질이 너무 부드러워요! 저 같은 경우 토너팩으로 쓴 다음에 각질제거 겸 슥슥 문질러주는데 각질제거도 같이 하는데 따갑다거나 하는 것도 전혀 없고 1장에 2장씩 찢어서 사용해서 토너도 많이 안 잡아먹고 흡수도 빠르게 잘 돼요.😉
 
 피부타입은 건성 지성 민감성 상관없이 모두 추천드리고 계절은 겨울에만 유분감 있는 크림 사용하시면 괜찮을 것 같아요! 20가지 유해성분, 알레르기 성분도 없으니까 안심하시고 사용하셔도 좋겠네요🥰
 
 다만 아쉬운 건 토너가 묽다보니까 금방금방 쓰게 돼요ㅠㅜ 대용량으로 구매해서 쓰면 더 좋을 것 같아요",1636
,,5,5,4,4.666666667,0.5773502692,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),"💬 지복합 피부에 추천
 💬 깔끔하고 라이트한 사용감의 토너
 
 🌿 여름철 사용하기 좋은 가벼운 물토너
 닦토 흡토 등 다양한 방법으로 물토너 활용하는 분들께 추천드려요. 제형이 끈적이거나 잔여감 남는 타입이 아니라서 특히 요즘처럼 더운 계절에 활용도가 높다는! 얼굴에 올리면 겉돌지 않고 금방 흡수되는 편이구요. 토너팩으로 얼굴에 열감 낮추거나 수분감 공급하는 용도로도 참 좋았어요. 
 
 특히나 끈적이거나 한겹 씌워진듯 무거운 느낌 싫어하는 분들! 그리고 저처럼 지복합 피부는 물론 여러 문제성 피부 가지신 분들께도 트러블 일으키지 않고 진정력 뿜어낼 기특한 토너랍니다. 개인적으로 지복합 피부인 저는 너무 보습감 넘치는 토너는 기피하는 편인데 이 아이는 가볍고 산뜻해서 자주 손이 가더라구요. 요즘 데일리 아이템으로 매일 사용중이에요!
 
 🌿 무향에 가까워서 호불호 제로
 어성초 성분이 고함량 포함되어 있어서 티트리같은 특유의 풀향 같은걸 상상했지만 의외로 크게 향 같은게 느껴지지는 않았어요. 약간의 프레쉬함 정도만 느껴지는 정도라 개인적으로 불만없이 만족스러웠던 부분! 향에 예민하신 분들도 잘 사용하실 수 있겠어요.
 
 🌿 피부에 자극 없는 순한 토너
 일주일 정도 아낌없이 여러 용도로 사용하니 함께 동봉된 작은 용량 한 병 정도는 다 비워냈답니다. 이 속도라면 큰 통도 금방 비울듯한!! 원래 피부가 예민한 편이라 맞지 않는 제품은 얼굴이 따갑거나 빨개지는 등 쓰고난 직후부터 문제가 생기는데 아누아 제품은 그런것 전혀 없이 순하디 순한 느낌이었어요! 그리고 물토너인데도 사용후 건조함 같은게 전혀 없어서 여러모로 만족하며 잘 사용하고 있어요:) 
 
 + 요즘 날이 더워서 로션 생략하고 아누아 토너 두번 정도 닦토한뒤 아비브 어성초 세럼 하나만 발라주는데 궁합 너무 좋더라구요. 날 추울땐 로션-크림까지 다 바르지만 이런 계절엔 그렇게 바르면 화장 밀림! 세럼 하나 정도로 마무리 해도 OK (다만 건성인 분들은 뒷 단계도 생략하지 마세요!!)
 
 🌿 좁쌀은 글쎄 트러블 진정엔 도움!
 자잘한 좁쌀은 박멸이라고 하기엔 좀 그렇고 살짝 진정&완화 시켜주는 느낌은 있어요. 대신 가장 도움 받은 부분은 트러블 압출후 진정시킬때! 그때 얇은 화장솜에 듬뿍 묻혀 스킨팩하듯 여러겹 붙여주면 진정 효과 어마무시합니다!! 홍조나 트러블 등 여러 피부 문제에도 도움이 될 것 같아요. 
 
 🌿 350ml의 넉넉한 용량+기획구성
 닦토나 토너팩하려면 용량이 넉넉해야 안심되죠! 이 제품은 350ml 용량이라 막 여기 저기 써도 두어달 정도는 끄떡없을 것 같아요. 게다가 50ml 용량의 샘플 토너와 화장솜까지 추가로 기획된 타입이라 정말 혜자혜자한 구성을 자랑한다는!
 아누아 어성초토너 어성초",1637
,,4,3,3,3.333333333,0.5773502692,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),"!제 피부는 엄청나게 예민하고 민감하며 홍조가 있어요!
 
 ( 이 토너를 올영체험단을 통해 사용해보게된 350ml를 하나 다 비운후 500ml를 구매하여 구매하여 사용하고있어요!! 그러다 이 기획세트가 세일하는 것을 보고 미리 350ml도 쟁여두었습니다ㅎㅎ)
 
 제가 이 토너를 처음 접하게 된건 올영체험단 덕분이였어요 하지만 맨 처음 토너를 접했을때 지금보다 피부가 많이 좋았던 상태라 사용하며 효과를 느끼지 못했다고 생각했어요!!
 
 하지만 약 1달전 이제 여름이다보니 스킨케어를 바꾸고싶기도하였고 매일 사용하던 제품들이 질려 딱 크림만!바꾸어보았어요 
 
 그 크림의 후기에서는 많은분들께서 붉은기가 진정되고 여드름도 많이 줄었다고하였는데 저는 그 크림을 사용한지 하루지나고 바로 확 뒤집어졌어요 피부가 진정되기는 커녕 다 붉어지고 비립종인지 좁쌀인지 모를 여드름들이 많이 올라오고 제 주변들께서 제 피부를 보고 왜 이렇게 뒤집어졌냐며 알레르기가 있는거냐 물어보았는데 저는 알레르기는 없어요ㅠㅠ 
 
 그래서 저는 빠른 진정을 위해 일주일에 2번 스킨팩하던 것을 2일 한번씩 자주자주 이 토너를 듬뿍듬뿍 화장솜에 부어 올려둔 후 건조해지지않게 알로에젤을 도포해주었어요!
 
 그렇게 몇일 스킨팩을 하니 일주일도 살짝 안되어 피부가 엄청나게 진정되었어요 
 얼마나 빨리 진정이 되었으면 제 주변분들께서 다 놀라며 왜 이렇게 빠르게 진정되었냐 !! 어떤 제품을 사용하였길래 이렇게 진정이 되었냐고 물어보더라구요 ✌︎('ω')✌︎
 
 그래서 또 한번 느꼈습니다 스킨케어가 아무리 지겨워도 사용하던것이 뒤집어지지않는다면 그냥 그대로 쓰자....최대한 참아보자.....ㅎㅎㅎ
 
 그리고 이 토너의 리뷰를 보니 좋다는 분들도 많이 계시지만 뒤집어지신다는 분들도 계시네요ㅠㅠㅠ!!
 혹시 처음 이 토너를 사용해보신다면 250ml를 구매하시는 것을 추천드려요! 그런데 올영 350,500ml만 판매하고있지만 아누아 공식 사이트에는 250ml가 판매하고있어요!! : )",1638
,,5,5,5,5,0,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),"(( 피부 타입 ))
 - 13호 ~ 17호
 - 여쿨라 ~ 봄웜라 걸쳐 있는 타입
 - 속건조가 심하고 민감한 복합성 피부
 
 (( 아누아 어성초 77 수딩 토너 리뷰 ))
 ✔ 무향이다.
 - 향에 민감한 사람도 불편함 없이 사용 가능하다.
 
 ✔ 물 같은 제형이라 흡수가 빠르다.
 - 몇 번 챱챱챱 해 주면 흡수가 싸악 된다. 워터 제형 + 빠른 흡수로 마무리감도 산뜻하다. 흡토로 사용해도 좋은데, 닦토나 스킨팩으로 사용해도 좋다.
 
 ✔ 사용하고 나면 피부가 촉촉하다.
 - 속건조가 정말 심한 편이라서 여름에도 당김이 느껴지는데, 이 제품을 사용하면 당김이 느껴지지 않는다. 수분 부족 복합성 기준 이 제품 하나만 사용해도 건조함을 해결할 수 있다.
 
 ✔ 진정효과가 너무너무 좋다.
 - 속건조를 잡으면 웬만한 피부 문제가 해결이 돼서 무조건 스킨팩을 해주는데(유분이 있는 제품은 트러블이 올라와서 여름엔 토너로만 수분을 채워줘야 함), 촉촉한 건 둘째치고 진정이 너무 잘 된다.
 - 얼굴에 열이 잘 오르는 편이라 여름이면 늘 얼굴이 붉은데, 이 토너로 스킨팩을 하면 열감이 삭 사라진다. 냉장고에 넣어두고 사용한 것도 아닌데 붉은기가 삭 사라져서 굉장히 놀랐었다.
 - 대자연의 날이 오기 전이나, 자극을 받으면 트러블이 한두 개씩 올라오는데, 그 부위에 토너를 묻힌 화장솜을 올려두면 다음 날 트러블이 가라앉는다.
 
 (( 추천하는 피부 타입 ))
 - 촉촉하고 산뜻한 토너를 찾고 있는 사람
 - 얼굴에 열이 잘 오르는 사람(붉은기 가라앉히고 싶은 사람)
 - 좁쌀 여드름이나 화농성 여드름이 한두 개씩 올라오는 사람
 - 어성초 성분이 잘 맞는 사람
 - 심한 건성 피부를 제외한 모든 피부 타입",1639
,,4,4,4,4,0,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),"✅어성초 라인을 좋아해서 여러가지 다 구매해서 사용했었습니다 날씨가 덥고 마스크를 매일 써야해서 피부에 트러블이 자주 올라오고 그날이 다가오면 어김없이 뾰루지가 올라와서 진정이 필요할때 어성초라인으로 집중케어해주면 그나마 괜찮더라구요 그전엔 헤이네이쳐 사용하다가 아누아 어성초가 하도 유명하다고해서 궁금해서 구매했습니다
 ✅우선 케이스는 깔끔해서 좋았어요 
 ✅저는 스프레이 공병에 담아서 미스트 대용으로도 사용하고 있어요 생각보다 쿨링감은 느껴지지 않았어요 그전에 사용했던 어성초 라인들은 피부에 바르자마자 바로 쿨링감이 느껴져서 피부열감이 즉각적으로 내려가는 느낌을 받았었는데 아누아 제품은 살짝 무거운 느낌이였고 산뜻한감이 적어서 아쉬웠어요 제가 좁쌀여드름이 있는 피부는 아니여서 피부가 좋아지는건 알수가 없지만 트러블 위에 화장솜에 묻혀서 스킨팩으로 사용하니 생각보다 금방 가라앉긴 하더라구요 
 ✅다른건 무난해서 그냥저냥 사용한다고해도 향에 민감한 저한테는향이 너무 거슬렸어요ㅠㅠ 약간 쉰내같은 향이 나서 별로였어요 다행히 오래가지 않고 금방 날아가긴 합니다 
 ✅용량도 크고 구매할때 같이 들어있는 화장솜이 부드러워서 피부에 자극없이 사용하긴 좋았습니다
 ✅닦토나 스킨팩으로 사용하면 좋을것 같아요",1640
,,5,5,4,4.666666667,0.5773502692,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),"엑소 수호씨가 좋다던 자랑했던 바로 그 제품! 아누아 토너입니다! 어성초 추출물이 들어가있어서 진정효과에도 탁월하고 20가지 유해성분이나 알레르기 성분이 없다는 점이 너무 좋았어요. 당연히 향료도 안 들어가있어서 향이나 성분에 민감하신 분들 사용하셔도 좋을 것 같아요.
 
 제형은 엄청 묽은 그냥 물이라고 해도 과언이 아닐 정도로 촉촉하고 잘 흘러내려요! 저같은 경우에는 손바닥으로 바르지 않고 같이 내장되어있는 솜에 도포 후 스킨팩으로 사용중이에요! 아침에 화장하기 전에 붙이고 그동안 5분?정도 머리를 말리고 떼낸 다음에 전체적으로 슥슥 문질러주면 피부속 수분감이 가득해지고 화장 전 미리 진정효과를 느끼고있어요. 피부화장도 스킨팩 하기 전보다 훨씬 더 잘 먹고 깨끗하게 오래 가구요!
 
 엄청 물같은 제형이라서 유분은 거의 없어요! 수분감으로 엄청 가득 차 있어서 지성, 건성이신 분들 사용하시기 괜찮고 건성이신 분들은 겨울엔 바르시고 크림을 무거운 제품으로 사용하시면 딱 좋을 것 같아요☺️
 
 솜도 아주 얇지만 문질러도 자극이 1도 없는 아주아주 순한 솜이여서 더 좋았어요. 여기서 솜만 따로 사야겠다는 생각을 할 정도로요ㅋㅋ 여드름 진정효과는 여드름이 더이상 나지 않도록 도와주고 여드름 자국과 홍조!! 홍조!! 홍조!!케어에 정말 좋아요. 얼굴에 빨간끼가 다 없어져서 아후 너무 좋아요. 그냥 너무 좋아요. 계절상관없이 진정효과도 탁월하고 수분감 가득이어서 저는 스킨팩용도로 사용하시는 거 추천드려요! 무조건입니다!!",1641
,,3,3,4,3.333333333,0.5773502692,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),"쓰던 토너가 맘에 안들어서 중간에 갈아타려고 구매했습니다
 제가 구매할 땐 21,500원이었어요
 안그래도 화장솜 구매했어야했는데 마침 화장솜까지 주는 좋은 구성으로 나온게 있길래 구매했습니다
 저는 이 솜이 너무 좋더라구요 ㅋㅋㅋ따로 팔면 구매하려합니다
 
 지금까지 토너를 쓰면서 안맞는다거나 잘맞는다는 생각이 든적이 없었고 그냥 보습만 어느정도 되면 다 무난하게 쓸만하다고 느꼈었어요 특별히 진정이 되거나 좋은 제품을 찾지 못해서 토너 유목민이었거든요ㅋㅋ
 아누아 토너는 처음 써본건데 늘 그랬듯 처음엔 별생각 사용했는데 일주일쯤 되니까 붉은끼가 확실히 가라앉은게 눈에 보여서 좋았습니다 다른 화장품은 그대로고 토너만 바뀌었으니 이 제품 덕이겠죠
 
 토너는 아무거나 써도 별 차이없다는 생각을 처음으로 바꿔준 제품이에요ㅎㅎ 요즘 땀도 많이 나고 해서 피부 뒤집어지는 분들 많을거 같은데 진정 목적이라면 꽤 쓸만한 토너라고 생각해요",1642
